,Assembly,Components,Resistance
0,pAN001,"Copy of Part4a-mRuby3 plasmid, Copy of pTWIST-Amp-BbsI-GFP-p1-p8, Copy of Part1-ConLS plasmid, Copy of Part5-ConL1  plasmid, Copy of Part3a-Blast-P2a plasmid, Copy of Part4b-SV40pA plasmid, Copy of Part2-attbGT plasmid",
